800,1890
800,2090
910,2090
1020,2090
1120,2090
1230,2090
1350,2090
1460,2090
1570,2090
1680,2090
1780,2090
1910,2090
2010,2090
2110,2090
2220,2090
2455,2090
2455,2265
2455,2465
2220,2465
2110,2465
2010,2465
1910,2465
1780,2465
1680,2465
1570,2465
1460,2465
1350,2465
1230,2465
1120,2465
1020,2465
910,2465
800,2465
800,2710
